customerID,gender,SeniorCitizen,Partner,Dependents,tenure,PhoneService,MultipleLines,InternetService,Contract,PaperlessBilling,PaymentMethod,MonthlyCharges,TotalCharges,Churn,total_sessions,avg_session_minutes,total_usage_minutes,unique_features_used,total_tickets,avg_satisfaction,health_score,churn_prediction,churn_probability,churn_risk_score,predicted_risk_segment,recommended_action,revenue_at_risk,upsell_opportunity
4829-ZLJTK,Female,1,Yes,No,72,Yes,Yes,Fiber optic,Two year,Yes,Electronic check,112.4,8046.85,No,37,52.61,1946.48,6,0.0,5.0,92.2,0,0.0029444384111395423,0.29,Low Risk,Maintain - Standard Service,1348.8000000000002,None
1730-VFMWO,Female,0,Yes,No,34,Yes,No,DSL,Month-to-month,No,Bank transfer (automatic),50.2,1815.3,No,49,61.71,3023.84,6,0.0,5.0,88.8,0,0.0021163802170834317,0.21,Low Risk,Maintain - Standard Service,602.4000000000001,Add Protection Bundle; Add Streaming Services; Upgrade to Annual Contract
7143-BQIBA,Male,0,No,No,10,Yes,No,DSL,Month-to-month,No,Bank transfer (automatic),62.25,612.95,No,13,60.56,787.31,5,0.0,5.0,55.6,0,0.001986513470998629,0.2,Low Risk,Maintain - Standard Service,747.0,None
3800-LYTRK,Female,0,No,No,14,Yes,No,DSL,One year,No,Mailed check,55.7,795.15,No,33,70.49,2326.06,6,0.0,5.0,73.7,0,0.0023180099647790325,0.23,Low Risk,Maintain - Standard Service,668.4000000000001,Add Protection Bundle; Add Streaming Services
0634-SZPQA,Female,0,No,No,23,Yes,Yes,Fiber optic,Month-to-month,Yes,Bank transfer (automatic),90.05,2169.8,Yes,28,61.26,1715.42,6,3.0,4.33,70.5,1,0.5091903111292294,50.92,Medium Risk,High Priority - Engagement Outreach,1080.6,None
9646-NMHXE,Male,0,Yes,No,47,Yes,No,No,Two year,No,Mailed check,19.65,973.1,No,14,55.58,778.18,6,3.0,2.67,62.1,0,0.01511056964790555,1.51,Low Risk,Maintain - Standard Service,235.79999999999998,Add Protection Bundle; Add Tech Support
7030-NJVDP,Male,0,Yes,No,24,Yes,No,Fiber optic,Month-to-month,Yes,Electronic check,89.25,2210.2,No,30,69.61,2088.38,6,0.0,5.0,74.7,0,0.002548712694991551,0.25,Low Risk,Maintain - Standard Service,1071.0,Upgrade to Annual Contract
5536-RTPWK,Male,0,Yes,No,49,Yes,Yes,Fiber optic,Month-to-month,Yes,Bank transfer (automatic),99.05,4853.75,Yes,27,63.98,1727.35,6,6.0,3.5,73.8,1,0.9963328165244637,99.63,High Risk,Urgent - Retention Campaign,1188.6,None
8883-GRDWQ,Male,1,No,No,20,Yes,No,DSL,One year,No,Mailed check,54.0,1055.9,No,24,62.14,1491.32,6,2.0,3.5,64.0,0,0.02827476545099076,2.83,Low Risk,Maintain - Standard Service,648.0,Add Protection Bundle; Add Streaming Services
6166-ILMNY,Female,0,No,No,2,Yes,No,Fiber optic,Month-to-month,No,Bank transfer (automatic),69.75,144.55,Yes,7,95.89,671.26,3,2.0,3.5,33.8,0,0.4532519151350722,45.33,Medium Risk,Monitor - Check-in Call,837.0,None
3097-NNSPB,Female,0,No,No,2,Yes,No,DSL,Month-to-month,Yes,Credit card (automatic),49.05,91.1,Yes,18,75.61,1361.04,6,2.0,3.0,53.4,1,0.6453014457084891,64.53,High Risk,High Priority - Engagement Outreach,588.5999999999999,None
7771-ZONAT,Male,0,No,No,22,No,No phone service,DSL,Two year,No,Bank transfer (automatic),56.75,1304.85,No,39,69.17,2697.75,6,2.0,2.0,67.5,0,0.013268827115846432,1.33,Low Risk,Maintain - Standard Service,681.0,None
0655-RBDUG,Male,0,No,No,7,Yes,Yes,Fiber optic,Month-to-month,Yes,Bank transfer (automatic),98.05,713.0,Yes,8,63.66,509.3,4,8.0,2.88,38.3,1,0.9974175783454062,99.74,High Risk,Urgent - Retention Campaign,1176.6,None
2111-DWYHN,Male,0,No,No,1,Yes,No,No,Month-to-month,No,Mailed check,21.1,21.1,No,6,57.02,342.13,4,2.0,4.5,41.9,0,0.125507360335671,12.55,Low Risk,Maintain - Standard Service,253.20000000000002,Add Protection Bundle
4194-WHFCB,Female,0,Yes,Yes,59,Yes,Yes,Fiber optic,Month-to-month,Yes,Bank transfer (automatic),96.65,5580.8,No,48,65.12,3125.89,6,3.0,3.0,87.2,0,0.090575968879366,9.06,Low Risk,Maintain - Standard Service,1159.8000000000002,Upgrade to Annual Contract
4121-AGSIN,Female,0,Yes,Yes,58,Yes,Yes,No,One year,Yes,Credit card (automatic),24.5,1497.9,No,8,80.86,646.85,3,1.0,3.0,47.9,0,0.0023489719102493148,0.23,Low Risk,Maintain - Standard Service,294.0,Add Protection Bundle
4361-BKAXE,Female,0,No,No,41,Yes,Yes,Fiber optic,Month-to-month,Yes,Bank transfer (automatic),114.5,4527.45,Yes,31,51.92,1609.64,6,8.0,3.12,72.5,1,0.9966533247096488,99.67,High Risk,Urgent - Retention Campaign,1374.0,None
9845-PEEKO,Female,1,No,No,59,Yes,Yes,Fiber optic,Two year,Yes,Credit card (automatic),79.2,4590.35,No,20,66.88,1337.55,6,2.0,4.0,74.4,0,0.09629090850501952,9.63,Low Risk,Maintain - Standard Service,950.4000000000001,Add Protection Bundle; Add Streaming Services
0455-XFASS,Female,0,Yes,Yes,3,Yes,No,Fiber optic,Month-to-month,Yes,Electronic check,69.55,200.2,No,18,60.66,1091.83,5,2.0,3.5,50.6,0,0.476777181009034,47.68,Medium Risk,Monitor - Check-in Call,834.5999999999999,None
0301-KOBTQ,Male,0,No,No,32,Yes,No,No,Two year,Yes,Bank transfer (automatic),20.05,614.45,No,7,83.87,587.11,4,1.0,1.0,37.1,0,0.002351230576861779,0.24,Low Risk,Maintain - Standard Service,240.60000000000002,Add Protection Bundle
1751-NCDLI,Male,1,Yes,No,46,Yes,Yes,Fiber optic,Month-to-month,Yes,Electronic check,98.85,4564.9,No,40,65.31,2612.58,6,0.0,5.0,86.8,0,0.005962775653257506,0.6,Low Risk,Maintain - Standard Service,1186.1999999999998,Upgrade to Annual Contract
4367-NUYAO,Male,0,Yes,Yes,0,Yes,Yes,No,Two year,No,Mailed check,25.75,0.0,No,19,52.53,998.11,6,2.0,4.5,59.4,0,0.05793695897342964,5.79,Low Risk,Maintain - Standard Service,309.0,Add Protection Bundle
9878-TNQGW,Male,0,No,No,2,Yes,No,Fiber optic,Month-to-month,Yes,Electronic check,80.95,171.15,Yes,6,55.19,331.14,3,3.0,3.0,31.2,1,0.6774884584108942,67.75,High Risk,High Priority - Engagement Outreach,971.4000000000001,None
9170-ARBTB,Female,0,Yes,Yes,52,Yes,No,No,One year,No,Credit card (automatic),19.6,1012.4,No,14,53.37,747.23,6,1.0,1.0,56.8,0,0.0035068668424683386,0.35,Low Risk,Maintain - Standard Service,235.20000000000002,Add Protection Bundle
4441-NIHPT,Female,1,No,No,13,Yes,No,Fiber optic,Month-to-month,Yes,Electronic check,74.3,940.35,Yes,35,66.04,2311.23,6,8.0,3.0,66.6,1,0.9963153158333647,99.63,High Risk,Urgent - Retention Campaign,891.5999999999999,None
8999-BOHSE,Female,1,No,No,11,Yes,No,Fiber optic,Month-to-month,No,Bank transfer (automatic),89.7,1047.7,Yes,18,65.39,1177.08,6,5.0,2.8,55.1,1,0.9964488200440337,99.64,High Risk,Urgent - Retention Campaign,1076.4,None
7241-AJHFS,Male,0,No,No,32,Yes,Yes,Fiber optic,Month-to-month,No,Bank transfer (automatic),87.65,2766.4,No,24,62.44,1498.54,6,1.0,2.0,61.3,0,0.003925985870468494,0.39,Low Risk,Maintain - Standard Service,1051.8000000000002,Add Protection Bundle; Add Streaming Services; Upgrade to Annual Contract
7029-RPUAV,Male,1,Yes,No,17,Yes,Yes,Fiber optic,Month-to-month,Yes,Credit card (automatic),100.45,1622.45,Yes,42,55.94,2349.5,6,5.0,4.2,76.7,1,0.9969253350747668,99.69,High Risk,Urgent - Retention Campaign,1205.4,None
4546-FOKWR,Female,0,No,No,16,Yes,Yes,Fiber optic,Month-to-month,Yes,Credit card (automatic),74.75,1129.35,No,41,65.46,2683.86,6,3.0,1.33,64.4,0,0.34294806297161634,34.29,Medium Risk,Monitor - Check-in Call,897.0,None
9036-CSKBW,Female,0,No,No,51,Yes,Yes,Fiber optic,One year,No,Bank transfer (automatic),107.45,5680.9,No,35,58.03,2031.07,6,3.0,4.67,83.8,0,0.20848942301710516,20.85,Low Risk,Maintain - Standard Service,1289.4,Add Tech Support
5832-TRLPB,Male,0,No,No,29,Yes,No,DSL,One year,Yes,Bank transfer (automatic),75.35,2243.9,No,45,58.75,2643.6,6,2.0,5.0,85.1,0,0.028149447117359006,2.81,Low Risk,Maintain - Standard Service,904.1999999999999,None
8590-YFFQO,Male,0,Yes,No,70,Yes,No,DSL,Two year,No,Credit card (automatic),64.95,4523.25,No,43,56.05,2410.01,6,2.0,3.5,89.2,0,0.019838488585072082,1.98,Low Risk,Maintain - Standard Service,779.4000000000001,Add Streaming Services
8659-IOOPU,Female,0,Yes,Yes,71,Yes,Yes,Fiber optic,Two year,No,Electronic check,100.45,7159.7,No,42,68.76,2887.86,6,0.0,5.0,94.9,0,0.0027148458943644,0.27,Low Risk,Maintain - Standard Service,1205.4,None
1338-CECEE,Male,0,Yes,Yes,41,Yes,Yes,DSL,One year,No,Bank transfer (automatic),68.5,2839.95,No,36,47.32,1703.51,6,2.0,3.0,75.0,0,0.018087622197064935,1.81,Low Risk,Maintain - Standard Service,822.0,None
7439-DKZTW,Male,0,No,No,1,Yes,No,Fiber optic,Month-to-month,Yes,Electronic check,80.55,80.55,No,15,66.64,999.6,6,1.0,1.0,43.3,0,0.013315988825238606,1.33,Low Risk,Maintain - Standard Service,966.5999999999999,Add Protection Bundle
4646-QZXTF,Female,0,Yes,No,7,Yes,No,DSL,Month-to-month,No,Bank transfer (automatic),81.25,580.1,No,18,72.58,1306.38,6,3.0,1.67,49.4,0,0.08528393088008838,8.53,Low Risk,Maintain - Standard Service,975.0,None
4607-CHPCA,Male,0,Yes,Yes,25,Yes,No,Fiber optic,One year,Yes,Electronic check,90.4,2178.6,Yes,34,56.44,1918.97,6,6.0,2.83,68.7,1,0.9962876537798915,99.63,High Risk,Urgent - Retention Campaign,1084.8000000000002,None
9742-XOKTS,Male,0,Yes,Yes,67,Yes,Yes,Fiber optic,One year,No,Electronic check,89.55,6038.55,No,40,65.87,2634.61,6,2.0,3.5,86.6,0,0.03278393095725398,3.28,Low Risk,Maintain - Standard Service,1074.6,Add Streaming Services
6921-OZMFH,Male,0,Yes,Yes,5,Yes,Yes,DSL,Month-to-month,Yes,Mailed check,55.7,259.4,No,11,56.49,621.41,4,1.0,1.0,32.0,0,0.005821840758528713,0.58,Low Risk,Maintain - Standard Service,668.4000000000001,Add Protection Bundle; Add Streaming Services
9578-FOMUK,Male,0,No,Yes,15,Yes,Yes,No,Month-to-month,Yes,Electronic check,24.8,324.15,No,11,54.49,599.39,5,2.0,3.0,47.8,0,0.05646707962309739,5.65,Low Risk,Maintain - Standard Service,297.6,Add Protection Bundle; Upgrade to Annual Contract
4712-UYOOI,Female,0,Yes,Yes,20,Yes,No,No,Month-to-month,No,Electronic check,20.0,417.65,No,20,67.54,1350.78,6,1.0,4.0,63.6,0,0.006562765508720497,0.66,Low Risk,Maintain - Standard Service,240.0,Add Protection Bundle; Upgrade to Annual Contract
8824-RWFXJ,Male,0,Yes,Yes,3,Yes,No,DSL,Month-to-month,Yes,Mailed check,56.15,168.15,Yes,16,61.46,983.39,6,2.0,3.5,54.4,1,0.5021316165115979,50.21,Medium Risk,High Priority - Engagement Outreach,673.8,None
7722-CVFXN,Male,0,Yes,Yes,54,Yes,Yes,Fiber optic,One year,Yes,Electronic check,105.2,5637.85,No,30,67.94,2038.1,6,2.0,5.0,83.0,0,0.08985448637533922,8.99,Low Risk,Maintain - Standard Service,1262.4,None
8717-VCTXJ,Male,0,No,No,42,Yes,No,No,One year,Yes,Mailed check,19.55,839.4,No,12,55.06,660.72,5,2.0,4.0,59.9,0,0.009282407074601696,0.93,Low Risk,Maintain - Standard Service,234.60000000000002,Add Protection Bundle
7363-QTBIW,Female,0,Yes,No,9,Yes,No,Fiber optic,Month-to-month,Yes,Electronic check,79.75,769.1,No,20,55.64,1112.9,6,3.0,3.67,59.2,1,0.7848419983819588,78.48,High Risk,Urgent - Retention Campaign,957.0,None
4159-NAAIX,Female,0,No,No,63,Yes,Yes,Fiber optic,Two year,No,Bank transfer (automatic),97.45,6253.0,No,48,63.1,3028.91,6,3.0,3.33,89.6,0,0.08245843701189935,8.25,Low Risk,Maintain - Standard Service,1169.4,Add Tech Support
0971-QIFJK,Female,0,Yes,No,69,Yes,Yes,No,Two year,No,Bank transfer (automatic),24.25,1641.8,No,15,74.0,1110.01,6,1.0,4.0,74.2,0,0.0024512993273086542,0.25,Low Risk,Maintain - Standard Service,291.0,Add Protection Bundle
9397-TZSHA,Female,0,No,No,69,Yes,Yes,No,Two year,No,Credit card (automatic),24.6,1678.05,No,8,48.42,387.38,5,1.0,2.0,57.0,0,0.002856154623426608,0.29,Low Risk,Maintain - Standard Service,295.20000000000005,Add Protection Bundle
3391-JSQEW,Male,0,Yes,No,40,Yes,No,DSL,Month-to-month,Yes,Mailed check,50.15,2058.5,No,23,59.67,1372.52,6,0.0,5.0,74.9,0,0.002783005534486893,0.28,Low Risk,Maintain - Standard Service,601.8,Add Protection Bundle; Add Streaming Services; Upgrade to Annual Contract
0343-QLUZP,Male,0,No,No,60,No,No phone service,DSL,Two year,No,Bank transfer (automatic),39.6,2424.5,No,17,56.25,956.24,6,0.0,5.0,76.9,0,0.00287504750748319,0.29,Low Risk,Maintain - Standard Service,475.20000000000005,Add Streaming Services
9763-PDTKK,Female,0,No,No,4,Yes,No,Fiber optic,Month-to-month,Yes,Bank transfer (automatic),94.4,387.2,Yes,13,48.68,632.84,5,8.0,2.75,44.9,1,0.9980044071901533,99.8,High Risk,Urgent - Retention Campaign,1132.8000000000002,None
2176-LVPNX,Female,1,No,No,71,Yes,Yes,DSL,Two year,No,Mailed check,89.85,6293.45,No,32,58.94,1886.18,6,3.0,3.0,80.9,0,0.027114397784967128,2.71,Low Risk,Maintain - Standard Service,1078.1999999999998,None
7627-JKIAZ,Female,0,Yes,No,37,Yes,Yes,Fiber optic,Month-to-month,Yes,Credit card (automatic),78.95,2839.65,Yes,42,54.1,2272.07,6,6.0,3.5,79.5,1,0.9969268445517406,99.69,High Risk,Urgent - Retention Campaign,947.4000000000001,None
3312-UUMZW,Male,0,Yes,No,32,Yes,Yes,Fiber optic,Month-to-month,Yes,Credit card (automatic),98.85,3145.9,No,20,66.04,1320.78,6,0.0,5.0,70.9,0,0.004815613194748217,0.48,Low Risk,Maintain - Standard Service,1186.1999999999998,Upgrade to Annual Contract
1271-UODNO,Male,0,No,No,39,Yes,Yes,DSL,Two year,Yes,Credit card (automatic),53.85,2200.7,No,22,60.4,1328.76,6,1.0,1.0,58.0,0,0.0038063673828189763,0.38,Low Risk,Maintain - Standard Service,646.2,Add Protection Bundle; Add Streaming Services
8461-EFQYM,Female,0,No,No,38,Yes,Yes,No,One year,Yes,Electronic check,24.25,914.4,No,15,62.39,935.88,6,0.0,5.0,69.6,0,0.0036242553278030176,0.36,Low Risk,Maintain - Standard Service,291.0,Add Protection Bundle
6900-RBKER,Male,0,No,No,52,Yes,Yes,Fiber optic,Two year,Yes,Credit card (automatic),89.45,4577.75,No,42,66.64,2798.68,6,3.0,3.67,84.3,0,0.2252231983895883,22.52,Low Risk,Maintain - Standard Service,1073.4,Add Protection Bundle; Add Tech Support
6891-JPYFF,Female,0,Yes,Yes,48,Yes,Yes,Fiber optic,Month-to-month,Yes,Credit card (automatic),105.25,4997.5,No,39,64.95,2532.9,6,3.0,2.33,76.1,0,0.3341882899283223,33.42,Medium Risk,Monitor - Check-in Call,1263.0,None
1459-QNFQT,Male,0,Yes,Yes,70,No,No phone service,DSL,Two year,No,Bank transfer (automatic),59.5,4144.8,No,28,60.75,1700.9,6,0.0,5.0,86.2,0,0.002661194355771801,0.27,Low Risk,Maintain - Standard Service,714.0,None
1047-NNCBF,Male,0,No,No,20,Yes,No,Fiber optic,Month-to-month,No,Credit card (automatic),70.55,1493.55,No,34,54.82,1863.95,6,1.0,5.0,76.0,0,0.0056708259449336764,0.57,Low Risk,Maintain - Standard Service,846.5999999999999,Add Protection Bundle; Add Streaming Services; Upgrade to Annual Contract
3696-XRIEN,Female,0,No,No,50,Yes,Yes,DSL,One year,Yes,Credit card (automatic),82.5,4179.1,No,37,55.79,2064.09,6,0.0,5.0,86.1,0,0.003440835206869856,0.34,Low Risk,Maintain - Standard Service,990.0,None
4081-DYXAV,Female,0,No,No,19,No,No phone service,DSL,One year,Yes,Credit card (automatic),44.85,893.55,Yes,14,56.21,786.98,6,3.0,2.0,51.7,0,0.31266467439056955,31.27,Medium Risk,Monitor - Check-in Call,538.2,None
0074-HDKDG,Male,0,Yes,Yes,25,Yes,No,DSL,One year,Yes,Bank transfer (automatic),61.6,1611.0,No,48,57.61,2765.32,6,1.0,2.0,73.7,0,0.003355060489052214,0.34,Low Risk,Maintain - Standard Service,739.2,Add Streaming Services
8791-GFXLZ,Male,0,No,No,12,Yes,No,DSL,Month-to-month,Yes,Bank transfer (automatic),49.05,593.05,No,7,52.52,367.63,4,2.0,1.5,33.5,0,0.11871697412311723,11.87,Low Risk,Maintain - Standard Service,588.5999999999999,Add Protection Bundle; Add Streaming Services; Upgrade to Annual Contract
8111-SLLHI,Male,1,Yes,No,39,Yes,Yes,Fiber optic,Month-to-month,Yes,Electronic check,105.65,4284.8,Yes,45,50.98,2294.17,6,4.0,2.5,77.8,1,0.9975432717007512,99.75,High Risk,Urgent - Retention Campaign,1267.8000000000002,None
0927-LCSMG,Male,0,No,No,7,Yes,No,Fiber optic,Month-to-month,No,Mailed check,74.65,544.55,Yes,19,63.16,1200.06,6,4.0,3.0,55.3,1,0.9963165936282182,99.63,High Risk,Urgent - Retention Campaign,895.8000000000001,None
9330-DHBFL,Female,0,Yes,Yes,23,Yes,No,DSL,One year,Yes,Mailed check,66.25,1533.8,No,28,70.62,1977.45,5,0.0,5.0,68.2,0,0.0020408085223307328,0.2,Low Risk,Maintain - Standard Service,795.0,Add Streaming Services
0098-BOWSO,Male,0,No,No,27,Yes,No,No,Month-to-month,Yes,Electronic check,19.4,529.8,No,17,46.96,798.32,6,2.0,4.5,65.7,0,0.038057951192058535,3.81,Low Risk,Maintain - Standard Service,232.79999999999998,Add Protection Bundle; Upgrade to Annual Contract
3452-ABWRL,Male,1,No,No,47,Yes,Yes,Fiber optic,Month-to-month,Yes,Credit card (automatic),86.05,3865.6,No,22,59.32,1305.13,6,3.0,3.0,68.3,0,0.24839486900403554,24.84,Low Risk,Maintain - Standard Service,1032.6,Add Protection Bundle; Upgrade to Annual Contract; Add Tech Support
5859-HZYLF,Male,0,Yes,Yes,26,Yes,No,No,Two year,Yes,Credit card (automatic),19.15,515.75,No,16,59.44,951.12,5,3.0,3.0,53.8,0,0.02407291294201504,2.41,Low Risk,Maintain - Standard Service,229.79999999999998,Add Protection Bundle; Add Tech Support
8257-RZAHR,Female,0,Yes,No,14,Yes,Yes,DSL,Month-to-month,Yes,Bank transfer (automatic),64.7,941.0,Yes,31,71.93,2229.86,6,8.0,2.38,62.0,1,0.9961097283728173,99.61,High Risk,Urgent - Retention Campaign,776.4000000000001,None
5293-WXJAK,Female,1,Yes,No,11,Yes,Yes,Fiber optic,Month-to-month,Yes,Bank transfer (automatic),104.05,1133.65,Yes,6,84.97,509.82,3,4.0,3.0,33.7,1,0.9974140237974011,99.74,High Risk,Urgent - Retention Campaign,1248.6,None
3156-QLHBO,Male,0,No,Yes,2,Yes,No,No,Month-to-month,No,Mailed check,19.25,48.35,No,7,34.62,242.36,4,0.0,5.0,44.8,0,0.0019924848245662027,0.2,Low Risk,Maintain - Standard Service,231.0,Add Protection Bundle
2208-NQBCT,Female,0,Yes,Yes,26,Yes,No,Fiber optic,Month-to-month,No,Electronic check,81.95,2070.05,No,47,57.26,2691.05,6,1.0,2.0,73.4,0,0.0030515315727254926,0.31,Low Risk,Maintain - Standard Service,983.4000000000001,Add Protection Bundle; Add Streaming Services; Upgrade to Annual Contract
1779-PWPMG,Female,1,Yes,No,72,Yes,Yes,Fiber optic,Two year,Yes,Bank transfer (automatic),114.65,8333.95,No,32,67.05,2145.66,6,1.0,5.0,89.2,0,0.003414972276207521,0.34,Low Risk,Maintain - Standard Service,1375.8000000000002,None
6621-NRZAK,Female,0,Yes,Yes,63,Yes,No,No,Two year,No,Credit card (automatic),20.0,1209.25,No,5,68.17,340.87,5,3.0,3.33,58.8,0,0.01000030042671953,1.0,Low Risk,Maintain - Standard Service,240.0,Add Protection Bundle; Add Tech Support
0831-JNISG,Male,0,Yes,Yes,71,Yes,No,No,Two year,No,Mailed check,19.8,1396.25,No,5,81.9,409.49,4,1.0,3.0,54.7,0,0.0016170007813026861,0.16,Low Risk,Maintain - Standard Service,237.60000000000002,Add Protection Bundle
0774-IFUVM,Male,0,Yes,Yes,11,Yes,Yes,DSL,Month-to-month,Yes,Bank transfer (automatic),65.15,723.35,No,19,56.14,1066.74,6,3.0,4.33,61.8,0,0.16543924321307124,16.54,Low Risk,Maintain - Standard Service,781.8000000000001,Add Protection Bundle; Add Tech Support
3082-WQRVY,Male,1,Yes,No,14,Yes,No,No,One year,No,Mailed check,19.65,228.65,No,14,58.31,816.33,6,0.0,5.0,62.3,0,0.002780950322523186,0.28,Low Risk,Maintain - Standard Service,235.79999999999998,Add Protection Bundle
9553-DLCLU,Female,0,No,Yes,13,Yes,Yes,DSL,Two year,No,Credit card (automatic),88.95,1161.75,No,25,64.88,1621.9,6,3.0,2.33,57.9,0,0.04545340434781461,4.55,Low Risk,Maintain - Standard Service,1067.4,None
1641-BYBTK,Male,0,No,Yes,6,Yes,No,No,Month-to-month,Yes,Mailed check,20.2,98.35,No,17,66.33,1127.62,6,3.0,2.67,52.5,0,0.03801971210257742,3.8,Low Risk,Maintain - Standard Service,242.39999999999998,Add Protection Bundle; Add Tech Support
2460-NGXBJ,Male,1,Yes,Yes,11,Yes,Yes,Fiber optic,Month-to-month,Yes,Credit card (automatic),75.2,775.3,No,8,79.33,634.66,6,0.0,5.0,57.9,0,0.003502865151150223,0.35,Low Risk,Maintain - Standard Service,902.4000000000001,Add Protection Bundle; Add Streaming Services
2446-ZKVAF,Male,0,Yes,No,18,Yes,Yes,DSL,Month-to-month,No,Credit card (automatic),56.8,1074.65,No,30,57.99,1739.64,6,1.0,2.0,61.0,0,0.0024329878033685216,0.24,Low Risk,Maintain - Standard Service,681.5999999999999,Add Protection Bundle; Add Streaming Services; Upgrade to Annual Contract
0841-NULXI,Male,0,No,No,1,No,No phone service,DSL,Month-to-month,Yes,Electronic check,35.55,35.55,Yes,12,63.04,756.51,5,3.0,4.0,48.5,1,0.8037345254937555,80.37,High Risk,Urgent - Retention Campaign,426.59999999999997,None
3522-CDKHF,Female,0,Yes,No,32,Yes,No,Fiber optic,Month-to-month,Yes,Bank transfer (automatic),75.5,2324.7,No,22,53.65,1180.23,6,0.0,5.0,72.1,0,0.00365127582554117,0.37,Low Risk,Maintain - Standard Service,906.0,Add Protection Bundle; Add Streaming Services; Upgrade to Annual Contract
1430-SFQSA,Male,0,No,No,29,No,No phone service,DSL,One year,No,Mailed check,35.6,1072.6,No,18,58.19,1047.43,5,1.0,5.0,63.9,0,0.0028270871672083408,0.28,Low Risk,Maintain - Standard Service,427.20000000000005,Add Protection Bundle; Add Streaming Services
0411-EZJZE,Female,0,No,No,3,Yes,Yes,DSL,Month-to-month,Yes,Electronic check,60.25,170.5,No,19,55.48,1054.2,6,0.0,5.0,62.2,0,0.003923085656359025,0.39,Low Risk,Maintain - Standard Service,723.0,Add Protection Bundle
7851-WZEKY,Female,0,No,No,2,Yes,Yes,Fiber optic,Month-to-month,Yes,Electronic check,95.15,196.9,Yes,9,64.52,580.64,4,3.0,3.33,39.3,1,0.7598586111262166,75.99,High Risk,Urgent - Retention Campaign,1141.8000000000002,None
8844-TONUD,Male,0,Yes,Yes,13,Yes,No,Fiber optic,Month-to-month,Yes,Mailed check,96.65,1162.85,Yes,27,63.56,1716.05,4,6.0,2.67,50.5,1,0.9972791304567221,99.73,High Risk,Urgent - Retention Campaign,1159.8000000000002,None
8807-ARQET,Female,0,No,No,41,No,No phone service,DSL,Month-to-month,Yes,Electronic check,40.35,1677.85,No,7,68.47,479.26,5,1.0,3.0,52.6,0,0.0038720229960039093,0.39,Low Risk,Maintain - Standard Service,484.20000000000005,Add Protection Bundle; Upgrade to Annual Contract
8992-CEUEN,Female,0,No,No,1,Yes,No,No,Month-to-month,No,Electronic check,18.85,18.85,No,9,70.55,634.94,5,2.0,3.5,44.7,0,0.43671454868316334,43.67,Medium Risk,Monitor - Check-in Call,226.20000000000002,None
4320-QMLLA,Male,0,No,No,7,Yes,No,DSL,Month-to-month,No,Mailed check,54.85,370.4,No,9,79.54,715.88,6,3.0,2.67,48.0,0,0.12376844076179727,12.38,Low Risk,Maintain - Standard Service,658.2,Add Protection Bundle; Add Tech Support
8777-PVYGU,Female,0,Yes,No,52,Yes,No,DSL,One year,Yes,Mailed check,64.3,3410.6,No,29,52.75,1529.83,6,2.0,2.5,71.8,0,0.017299193163621628,1.73,Low Risk,Maintain - Standard Service,771.5999999999999,None
8292-ITGYJ,Female,0,Yes,Yes,45,Yes,Yes,No,Two year,Yes,Bank transfer (automatic),24.65,1138.8,No,9,65.28,587.48,6,3.0,3.33,61.2,0,0.01156362395576132,1.16,Low Risk,Maintain - Standard Service,295.79999999999995,Add Protection Bundle; Add Tech Support
6870-ZWMNX,Male,0,Yes,No,70,Yes,Yes,DSL,Two year,No,Credit card (automatic),76.1,5264.25,No,21,70.39,1478.1,6,0.0,5.0,82.0,0,0.0022917843191461,0.23,Low Risk,Maintain - Standard Service,913.1999999999999,None
0621-CXBKL,Female,0,No,No,53,Yes,No,No,Two year,No,Mailed check,18.7,1005.7,No,19,71.09,1350.66,5,2.0,3.0,63.1,0,0.008423810409005455,0.84,Low Risk,Maintain - Standard Service,224.39999999999998,Add Protection Bundle
5268-DSMNQ,Female,1,Yes,No,62,Yes,Yes,Fiber optic,One year,Yes,Credit card (automatic),97.95,5936.55,No,37,69.5,2571.35,6,0.0,5.0,89.4,0,0.005405315178938636,0.54,Low Risk,Maintain - Standard Service,1175.4,None
5334-JLAXU,Female,0,Yes,No,60,Yes,Yes,Fiber optic,Month-to-month,Yes,Credit card (automatic),94.1,5475.9,No,23,55.52,1276.89,5,0.0,5.0,75.5,0,0.0027705585023632315,0.28,Low Risk,Maintain - Standard Service,1129.1999999999998,Upgrade to Annual Contract
4086-YQSNZ,Female,1,Yes,No,3,Yes,No,Fiber optic,Month-to-month,Yes,Electronic check,80.4,224.05,Yes,18,52.17,939.08,6,4.0,2.75,52.6,1,0.9970548098643839,99.71,High Risk,Urgent - Retention Campaign,964.8000000000001,None
6242-MBHPK,Female,1,Yes,No,23,Yes,No,Fiber optic,Month-to-month,Yes,Electronic check,95.1,2326.05,No,33,58.14,1918.46,6,3.0,3.0,68.2,0,0.4917714984230533,49.18,Medium Risk,Monitor - Check-in Call,1141.1999999999998,None
5868-CZJDR,Male,0,No,Yes,1,No,No phone service,DSL,Month-to-month,Yes,Mailed check,31.35,31.35,Yes,13,64.52,838.78,6,3.0,1.67,44.8,1,0.65305894290892,65.31,High Risk,High Priority - Engagement Outreach,376.20000000000005,None
9359-UGBTK,Female,0,No,No,67,Yes,No,DSL,One year,Yes,Bank transfer (automatic),72.35,4991.5,No,34,64.92,2207.24,6,2.0,4.0,85.0,0,0.02471030101386162,2.47,Low Risk,Maintain - Standard Service,868.1999999999999,None
