ticketID,customerID,date,issue_type,resolution_time,satisfaction_score,status
TKT14170,8624-GIOUT,2025-09-29,login_issue,48,3,resolved
TKT79534,8624-GIOUT,2025-09-29,feature_request,11,5,open
TKT57075,8624-GIOUT,2025-09-29,login_issue,42,2,resolved
TKT54720,8624-GIOUT,2025-09-29,billing,8,1,open
TKT85864,8624-GIOUT,2025-09-29,login_issue,45,5,open
TKT33973,8624-GIOUT,2025-09-29,billing,24,4,resolved
TKT75010,3392-EHMNK,2025-09-29,login_issue,4,5,escalated
TKT56646,3392-EHMNK,2025-09-29,technical,40,4,escalated
TKT74219,3392-EHMNK,2025-09-29,technical,29,1,open
TKT46941,5986-WWXDV,2025-09-29,feature_request,33,5,escalated
TKT63382,5986-WWXDV,2025-09-29,performance,22,3,escalated
TKT38298,5986-WWXDV,2025-09-29,technical,66,3,open
TKT16841,3061-BCKYI,2025-09-29,feature_request,12,2,escalated
TKT83233,6179-GJPSO,2025-09-29,technical,82,5,open
TKT26675,6179-GJPSO,2025-09-29,billing,1,5,resolved
TKT22735,6179-GJPSO,2025-09-29,feature_request,6,3,open
TKT89908,6179-GJPSO,2025-09-29,billing,33,1,resolved
TKT63797,6179-GJPSO,2025-09-29,billing,22,1,escalated
TKT36813,6179-GJPSO,2025-09-29,feature_request,13,2,open
TKT51334,6179-GJPSO,2025-09-29,performance,16,5,open
TKT57274,6179-GJPSO,2025-09-29,login_issue,12,4,escalated
TKT72873,7901-TBKJX,2025-09-29,login_issue,45,2,open
TKT10627,3177-LASXD,2025-09-29,performance,48,4,resolved
TKT67777,3177-LASXD,2025-09-29,feature_request,12,4,resolved
TKT92982,7746-QYVCO,2025-09-29,performance,40,1,open
TKT53647,7746-QYVCO,2025-09-29,billing,21,5,open
TKT22913,7746-QYVCO,2025-09-29,login_issue,35,1,escalated
TKT51741,9919-FZDED,2025-09-29,feature_request,21,5,resolved
TKT98474,9919-FZDED,2025-09-29,technical,60,1,resolved
TKT61513,9919-FZDED,2025-09-29,billing,46,1,resolved
TKT35524,5934-TSSAU,2025-09-29,performance,22,1,open
TKT51858,3486-KHMLI,2025-09-29,technical,35,3,open
TKT97685,3486-KHMLI,2025-09-29,technical,69,1,escalated
TKT50233,4897-QSUYC,2025-09-29,feature_request,33,4,resolved
TKT15812,4897-QSUYC,2025-09-29,billing,24,4,resolved
TKT16757,4897-QSUYC,2025-09-29,feature_request,15,3,escalated
TKT93737,4897-QSUYC,2025-09-29,feature_request,10,1,escalated
TKT23012,1084-UQCHV,2025-09-29,billing,10,3,resolved
TKT85025,1084-UQCHV,2025-09-29,login_issue,34,1,escalated
TKT39862,1084-UQCHV,2025-09-29,feature_request,4,5,open
TKT95812,8290-YWKHZ,2025-09-29,login_issue,42,1,open
TKT66828,8290-YWKHZ,2025-09-29,feature_request,35,3,open
TKT15789,8290-YWKHZ,2025-09-29,performance,21,1,resolved
TKT78653,2955-BJZHG,2025-09-29,feature_request,16,2,open
TKT50882,2955-BJZHG,2025-09-29,feature_request,23,4,resolved
TKT50461,2955-BJZHG,2025-09-29,performance,17,3,resolved
TKT88589,3806-DXQOM,2025-09-29,billing,42,3,escalated
TKT15679,3806-DXQOM,2025-09-29,billing,4,3,resolved
TKT82221,3806-DXQOM,2025-09-29,billing,3,1,open
TKT51412,6784-XYJAE,2025-09-29,performance,2,5,resolved
TKT83290,6784-XYJAE,2025-09-29,performance,29,1,escalated
TKT63180,3933-DQPWX,2025-09-29,performance,47,4,resolved
TKT67333,3933-DQPWX,2025-09-29,technical,49,5,open
TKT52471,3933-DQPWX,2025-09-29,login_issue,5,4,resolved
TKT47882,6661-EIPZC,2025-09-29,billing,2,4,escalated
TKT48223,6661-EIPZC,2025-09-29,login_issue,11,1,resolved
TKT71883,6661-EIPZC,2025-09-29,billing,24,1,open
TKT74062,8957-THMOA,2025-09-29,billing,6,5,escalated
TKT26304,2251-PYLPB,2025-09-29,technical,54,4,resolved
TKT79675,2251-PYLPB,2025-09-29,login_issue,29,3,resolved
TKT62924,2251-PYLPB,2025-09-29,login_issue,3,5,open
TKT31652,1057-FOGLZ,2025-09-29,technical,26,5,escalated
TKT47506,1057-FOGLZ,2025-09-29,feature_request,31,3,open
TKT27281,9300-RENDD,2025-09-29,login_issue,33,3,resolved
TKT65757,9300-RENDD,2025-09-29,login_issue,1,2,escalated
TKT56073,0761-AETCS,2025-09-29,technical,74,2,escalated
TKT47167,0761-AETCS,2025-09-29,technical,51,3,escalated
TKT51911,0761-AETCS,2025-09-29,technical,95,3,resolved
TKT38102,0761-AETCS,2025-09-29,billing,21,3,resolved
TKT40165,0761-AETCS,2025-09-29,technical,83,2,escalated
TKT16477,8087-LGYHQ,2025-09-29,technical,80,3,resolved
TKT81087,4137-BTIKL,2025-09-29,technical,65,3,resolved
TKT42755,4137-BTIKL,2025-09-29,feature_request,47,5,open
TKT22734,2190-BCXEC,2025-09-29,login_issue,41,1,escalated
TKT26401,2190-BCXEC,2025-09-29,billing,20,4,escalated
TKT67558,6227-FBDXH,2025-09-29,billing,20,4,resolved
TKT24800,2153-MREFK,2025-09-29,technical,83,5,open
TKT39449,2153-MREFK,2025-09-29,performance,38,4,open
TKT22122,2911-WDXMV,2025-09-29,login_issue,24,5,escalated
TKT75013,2911-WDXMV,2025-09-29,technical,28,3,open
TKT88905,7206-PQBBZ,2025-09-29,technical,90,2,resolved
TKT65762,7206-PQBBZ,2025-09-29,technical,31,4,open
TKT30210,7206-PQBBZ,2025-09-29,login_issue,46,3,escalated
TKT71971,3106-ULWFW,2025-09-29,feature_request,36,4,escalated
TKT24865,3106-ULWFW,2025-09-29,performance,45,5,resolved
TKT44610,3106-ULWFW,2025-09-29,feature_request,41,2,resolved
TKT46508,3106-ULWFW,2025-09-29,feature_request,22,2,escalated
TKT64679,3106-ULWFW,2025-09-29,login_issue,30,4,resolved
TKT86517,3106-ULWFW,2025-09-29,billing,46,5,open
TKT10520,3106-ULWFW,2025-09-29,billing,33,5,escalated
TKT57183,3106-ULWFW,2025-09-29,feature_request,9,5,escalated
TKT31993,0925-VYDLG,2025-09-29,billing,25,4,resolved
TKT98404,0925-VYDLG,2025-09-29,feature_request,48,4,escalated
TKT88776,7422-WNBTY,2025-09-29,feature_request,38,5,resolved
TKT16613,3521-HTQTV,2025-09-29,feature_request,4,2,open
TKT98796,3521-HTQTV,2025-09-29,performance,42,4,resolved
TKT71032,3744-ZBHON,2025-09-29,billing,20,1,open
TKT65444,3744-ZBHON,2025-09-29,login_issue,11,2,resolved
TKT65108,8383-SGHJU,2025-09-29,performance,20,1,open
TKT51493,8383-SGHJU,2025-09-29,feature_request,48,5,escalated
TKT12641,7707-PYBBH,2025-09-29,login_issue,12,3,open
TKT57194,7707-PYBBH,2025-09-29,billing,23,3,open
TKT15466,7707-PYBBH,2025-09-29,feature_request,2,4,open
TKT62404,8984-HPEMB,2025-09-29,feature_request,14,2,resolved
TKT85951,8984-HPEMB,2025-09-29,login_issue,16,5,resolved
TKT47620,8984-HPEMB,2025-09-29,feature_request,34,4,open
TKT58467,4349-GFQHK,2025-09-29,feature_request,38,4,escalated
TKT29782,4349-GFQHK,2025-09-29,performance,27,5,open
TKT32197,4349-GFQHK,2025-09-29,technical,48,3,escalated
TKT68581,4349-GFQHK,2025-09-29,performance,28,5,open
TKT71691,4139-DETXS,2025-09-29,login_issue,30,1,escalated
TKT81322,4139-DETXS,2025-09-29,feature_request,2,4,open
TKT51802,4139-DETXS,2025-09-29,login_issue,29,3,escalated
TKT85846,9779-DPNEJ,2025-09-29,login_issue,26,2,resolved
TKT96433,9805-FILKB,2025-09-29,billing,27,5,resolved
TKT49437,9805-FILKB,2025-09-29,technical,38,4,escalated
TKT36926,9805-FILKB,2025-09-29,login_issue,7,1,escalated
TKT58103,5793-YOLJN,2025-09-29,technical,96,4,resolved
TKT30741,4123-FCVCB,2025-09-29,billing,21,2,resolved
TKT79135,4123-FCVCB,2025-09-29,technical,56,5,open
TKT63250,4123-FCVCB,2025-09-29,feature_request,19,2,open
TKT11016,7802-EFKNY,2025-09-29,feature_request,44,3,resolved
TKT15071,7802-EFKNY,2025-09-29,performance,7,3,resolved
TKT84284,7802-EFKNY,2025-09-29,billing,34,1,resolved
TKT78318,7802-EFKNY,2025-09-29,feature_request,24,4,resolved
TKT60167,7802-EFKNY,2025-09-29,billing,12,1,open
TKT24269,7802-EFKNY,2025-09-29,billing,18,4,resolved
TKT22958,5858-EAFCZ,2025-09-29,feature_request,16,1,escalated
TKT76120,8035-BUYVG,2025-09-29,login_issue,13,5,escalated
TKT17349,8035-BUYVG,2025-09-29,billing,32,2,open
TKT61878,8035-BUYVG,2025-09-29,billing,9,2,escalated
TKT10447,8035-BUYVG,2025-09-29,login_issue,34,1,open
TKT77882,8035-BUYVG,2025-09-29,billing,46,2,resolved
TKT32355,8035-BUYVG,2025-09-29,billing,31,1,resolved
TKT51897,8035-BUYVG,2025-09-29,feature_request,35,4,resolved
TKT41048,8035-BUYVG,2025-09-29,feature_request,28,4,resolved
TKT28290,9787-XVQIU,2025-09-29,login_issue,38,1,open
TKT49954,9787-XVQIU,2025-09-29,performance,45,4,escalated
TKT11165,9787-XVQIU,2025-09-29,technical,54,2,escalated
TKT17304,9787-XVQIU,2025-09-29,feature_request,11,2,escalated
TKT19857,9787-XVQIU,2025-09-29,billing,47,1,open
TKT97497,9787-XVQIU,2025-09-29,performance,18,3,open
TKT66398,9787-XVQIU,2025-09-29,billing,2,3,escalated
TKT11756,9787-XVQIU,2025-09-29,technical,28,2,escalated
TKT27526,8945-MUQUF,2025-09-29,billing,47,3,escalated
TKT48852,8945-MUQUF,2025-09-29,feature_request,30,2,open
TKT69872,5656-MJEFC,2025-09-29,login_issue,40,1,resolved
TKT24480,6082-OQFBA,2025-09-29,login_issue,8,5,escalated
TKT76362,6082-OQFBA,2025-09-29,login_issue,22,3,resolved
TKT60356,6082-OQFBA,2025-09-29,login_issue,29,4,escalated
TKT30449,8051-HJRLT,2025-09-29,login_issue,28,4,resolved
TKT55079,8051-HJRLT,2025-09-29,feature_request,5,3,resolved
TKT61897,8051-HJRLT,2025-09-29,billing,27,5,resolved
TKT62152,8051-HJRLT,2025-09-29,login_issue,17,2,resolved
TKT85841,8051-HJRLT,2025-09-29,login_issue,22,5,escalated
TKT52918,8051-HJRLT,2025-09-29,technical,38,1,resolved
TKT17288,8974-OVACP,2025-09-29,feature_request,14,3,open
TKT37961,1379-FRVEB,2025-09-29,login_issue,35,4,open
TKT64316,1379-FRVEB,2025-09-29,billing,34,1,escalated
TKT40445,1379-FRVEB,2025-09-29,performance,4,1,resolved
TKT76552,8612-GXIDD,2025-09-29,login_issue,40,3,resolved
TKT91518,6288-CHQJB,2025-09-29,feature_request,22,5,open
TKT85619,8160-HOWOX,2025-09-29,technical,96,4,open
TKT98754,8160-HOWOX,2025-09-29,billing,7,5,open
TKT79658,3023-GFLBR,2025-09-29,performance,36,5,resolved
TKT74701,3023-GFLBR,2025-09-29,technical,33,4,resolved
TKT94733,3023-GFLBR,2025-09-29,login_issue,7,1,escalated
TKT86037,3023-GFLBR,2025-09-29,billing,48,5,escalated
TKT27556,3023-GFLBR,2025-09-29,feature_request,5,5,open
TKT27428,6648-INWPS,2025-09-29,feature_request,34,3,escalated
TKT54354,6648-INWPS,2025-09-29,performance,16,3,escalated
TKT77871,4079-VTGLK,2025-09-29,technical,38,5,escalated
TKT91431,4079-VTGLK,2025-09-29,feature_request,13,1,open
TKT77750,4079-VTGLK,2025-09-29,technical,34,1,escalated
TKT40353,1391-UBDAR,2025-09-29,feature_request,13,3,escalated
TKT79184,8894-JVDCV,2025-09-29,feature_request,12,5,escalated
TKT23322,2023-VQFDL,2025-09-29,technical,70,4,resolved
TKT27917,2023-VQFDL,2025-09-29,login_issue,46,1,open
TKT16978,1345-GKDZZ,2025-09-29,feature_request,17,4,resolved
TKT96357,2014-MKGMH,2025-09-29,technical,90,2,escalated
TKT23168,2014-MKGMH,2025-09-29,feature_request,29,3,escalated
TKT64605,5628-FCGYG,2025-09-29,billing,41,1,escalated
TKT10912,5628-FCGYG,2025-09-29,billing,45,5,open
TKT76372,2560-WBWXF,2025-09-29,feature_request,38,4,resolved
TKT62619,7978-DKUQH,2025-09-29,feature_request,24,5,open
TKT98167,7978-DKUQH,2025-09-29,login_issue,15,4,resolved
TKT85937,7978-DKUQH,2025-09-29,performance,9,1,open
TKT75411,4335-UPJSI,2025-09-29,technical,31,5,escalated
TKT29852,0524-IAVZO,2025-09-29,login_issue,30,1,resolved
TKT69907,0524-IAVZO,2025-09-29,technical,93,2,resolved
TKT79905,0524-IAVZO,2025-09-29,billing,25,5,open
TKT74027,0524-IAVZO,2025-09-29,technical,28,3,open
TKT26660,0524-IAVZO,2025-09-29,performance,5,4,escalated
TKT40188,0524-IAVZO,2025-09-29,login_issue,24,1,resolved
TKT55583,0524-IAVZO,2025-09-29,billing,9,5,resolved
TKT35380,0524-IAVZO,2025-09-29,technical,43,4,escalated
TKT48993,2737-YNGYW,2025-09-29,technical,95,3,resolved
TKT27155,2737-YNGYW,2025-09-29,technical,57,1,resolved
TKT36446,2737-YNGYW,2025-09-29,performance,40,4,resolved
TKT41986,2737-YNGYW,2025-09-29,technical,51,3,open
TKT51343,2737-YNGYW,2025-09-29,login_issue,11,1,open
TKT53041,2737-YNGYW,2025-09-29,technical,38,3,escalated
TKT62265,2737-YNGYW,2025-09-29,feature_request,35,3,escalated
TKT18811,2737-YNGYW,2025-09-29,performance,10,5,escalated
TKT83591,1784-EZDKJ,2025-09-29,feature_request,45,4,open
TKT22686,9297-FVVDH,2025-09-29,feature_request,42,2,escalated
TKT33182,9297-FVVDH,2025-09-29,performance,9,1,open
TKT28918,9297-FVVDH,2025-09-29,login_issue,20,2,escalated
TKT87548,8007-YYPWD,2025-09-29,billing,35,3,open
TKT27367,8007-YYPWD,2025-09-29,technical,63,1,escalated
TKT81748,8007-YYPWD,2025-09-29,login_issue,5,5,open
TKT74275,7101-HRBLJ,2025-09-29,login_issue,47,1,resolved
TKT40732,5159-YFPKQ,2025-09-29,feature_request,21,1,escalated
TKT63992,5159-YFPKQ,2025-09-29,feature_request,44,2,escalated
TKT41868,5159-YFPKQ,2025-09-29,billing,17,3,escalated
TKT77322,5159-YFPKQ,2025-09-29,billing,25,1,escalated
TKT46188,5159-YFPKQ,2025-09-29,feature_request,14,4,escalated
TKT80053,6635-CPNUN,2025-09-29,technical,77,2,open
TKT71871,6635-CPNUN,2025-09-29,feature_request,38,3,open
TKT82107,6635-CPNUN,2025-09-29,performance,39,1,escalated
TKT45135,4021-RQSNY,2025-09-29,feature_request,15,5,open
TKT82478,4021-RQSNY,2025-09-29,performance,26,4,open
TKT94985,2931-VUVJN,2025-09-29,feature_request,1,5,escalated
TKT50199,9061-TIHDA,2025-09-29,feature_request,9,1,open
TKT46660,9061-TIHDA,2025-09-29,performance,27,2,escalated
TKT40395,9061-TIHDA,2025-09-29,performance,11,1,resolved
TKT53328,9061-TIHDA,2025-09-29,feature_request,11,1,resolved
TKT92350,9061-TIHDA,2025-09-29,feature_request,20,5,escalated
TKT78979,9061-TIHDA,2025-09-29,feature_request,36,4,escalated
TKT26932,8699-ASUFO,2025-09-29,feature_request,37,1,escalated
TKT13780,8699-ASUFO,2025-09-29,login_issue,32,3,resolved
TKT38934,8699-ASUFO,2025-09-29,technical,34,1,escalated
TKT67785,8699-ASUFO,2025-09-29,login_issue,17,1,open
TKT91698,8699-ASUFO,2025-09-29,performance,46,4,resolved
TKT89526,8699-ASUFO,2025-09-29,technical,31,5,escalated
TKT53262,8699-ASUFO,2025-09-29,login_issue,41,5,resolved
TKT77463,8699-ASUFO,2025-09-29,performance,28,2,open
TKT28733,3995-WFCSM,2025-09-29,login_issue,34,4,open
TKT20368,3995-WFCSM,2025-09-29,login_issue,28,1,escalated
TKT52010,3995-WFCSM,2025-09-29,performance,45,1,resolved
TKT81116,1895-QTKDO,2025-09-29,feature_request,15,5,escalated
TKT19159,2038-OEQZH,2025-09-29,feature_request,18,3,open
TKT36056,2038-OEQZH,2025-09-29,feature_request,14,5,open
TKT47802,1178-PZGAB,2025-09-29,feature_request,38,2,resolved
TKT36027,1178-PZGAB,2025-09-29,feature_request,20,3,resolved
TKT99506,1178-PZGAB,2025-09-29,billing,12,3,open
TKT26909,7927-AUXBZ,2025-09-29,feature_request,29,4,resolved
TKT36209,7927-AUXBZ,2025-09-29,performance,46,5,resolved
TKT94297,7927-AUXBZ,2025-09-29,billing,47,2,resolved
TKT18495,2878-RMWXY,2025-09-29,login_issue,8,3,open
TKT98747,2878-RMWXY,2025-09-29,billing,36,1,resolved
TKT55277,2878-RMWXY,2025-09-29,feature_request,17,1,resolved
TKT98427,1657-DYMBM,2025-09-29,feature_request,14,1,resolved
TKT83006,1657-DYMBM,2025-09-29,feature_request,21,2,escalated
TKT71723,1657-DYMBM,2025-09-29,feature_request,33,5,resolved
TKT51186,7311-MQJCH,2025-09-29,feature_request,19,1,escalated
TKT17387,7311-MQJCH,2025-09-29,feature_request,34,2,open
TKT95403,7375-WMVMT,2025-09-29,performance,14,5,escalated
TKT31638,7375-WMVMT,2025-09-29,billing,11,3,escalated
TKT14564,7375-WMVMT,2025-09-29,technical,48,4,escalated
TKT50179,1136-XGEQU,2025-09-29,login_issue,47,4,open
TKT78371,2530-FMFXO,2025-09-29,technical,40,1,open
TKT29322,2530-FMFXO,2025-09-29,login_issue,29,1,open
TKT20518,2530-FMFXO,2025-09-29,login_issue,20,3,resolved
TKT36319,4695-WJZUE,2025-09-29,billing,24,4,open
TKT51418,4695-WJZUE,2025-09-29,billing,39,2,resolved
TKT46754,4695-WJZUE,2025-09-29,performance,4,5,resolved
TKT94941,4695-WJZUE,2025-09-29,billing,2,2,resolved
TKT48929,4695-WJZUE,2025-09-29,performance,31,4,open
TKT91065,4695-WJZUE,2025-09-29,feature_request,31,5,resolved
TKT52426,4695-WJZUE,2025-09-29,feature_request,42,5,escalated
TKT91571,7619-ODSGN,2025-09-29,technical,43,1,escalated
TKT53661,7619-ODSGN,2025-09-29,login_issue,42,3,open
TKT78020,7619-ODSGN,2025-09-29,login_issue,41,5,resolved
TKT18146,7619-ODSGN,2025-09-29,billing,6,5,escalated
TKT78709,7619-ODSGN,2025-09-29,technical,52,1,escalated
TKT72736,7619-ODSGN,2025-09-29,performance,43,5,resolved
TKT58583,7619-ODSGN,2025-09-29,performance,9,3,resolved
TKT33647,7619-ODSGN,2025-09-29,login_issue,26,1,resolved
TKT51031,5970-GHJAW,2025-09-29,technical,48,1,escalated
TKT17449,5970-GHJAW,2025-09-29,feature_request,1,3,escalated
TKT25455,5970-GHJAW,2025-09-29,login_issue,38,2,resolved
TKT69032,8879-XUAHX,2025-09-29,performance,13,4,escalated
TKT27753,3689-MOZGR,2025-09-29,billing,40,5,resolved
TKT39879,4195-PNGZS,2025-09-29,login_issue,36,5,resolved
TKT16237,3988-RQIXO,2025-09-29,billing,42,5,open
TKT36348,3988-RQIXO,2025-09-29,billing,24,5,resolved
TKT81087,3988-RQIXO,2025-09-29,performance,42,4,resolved
TKT88452,3988-RQIXO,2025-09-29,technical,56,3,open
TKT49306,3988-RQIXO,2025-09-29,billing,35,4,open
TKT65659,7622-FWGEW,2025-09-29,login_issue,12,4,resolved
TKT49091,7622-FWGEW,2025-09-29,technical,65,3,resolved
TKT42816,2514-GINMM,2025-09-29,performance,21,4,open
TKT30617,2514-GINMM,2025-09-29,technical,96,5,escalated
TKT86795,2514-GINMM,2025-09-29,technical,86,1,resolved
TKT83022,2514-GINMM,2025-09-29,technical,64,3,open
TKT65726,9891-NQDBD,2025-09-29,login_issue,33,3,open
TKT32637,9891-NQDBD,2025-09-29,feature_request,16,5,resolved
TKT52155,9891-NQDBD,2025-09-29,billing,19,1,resolved
TKT92780,6131-IUNXN,2025-09-29,performance,39,2,escalated
TKT52902,6131-IUNXN,2025-09-29,login_issue,25,5,open
TKT47297,8548-AWOFC,2025-09-29,billing,41,4,resolved
TKT16696,8548-AWOFC,2025-09-29,feature_request,18,2,resolved
TKT81353,9798-DRYDS,2025-09-29,feature_request,16,2,resolved
TKT30549,8532-UEFWH,2025-09-29,feature_request,4,5,resolved
TKT50737,8532-UEFWH,2025-09-29,billing,48,3,escalated
TKT37819,8532-UEFWH,2025-09-29,billing,27,3,escalated
TKT33184,6296-DDOOR,2025-09-29,performance,18,2,open
TKT14084,6296-DDOOR,2025-09-29,feature_request,27,2,resolved
TKT79414,6296-DDOOR,2025-09-29,login_issue,4,1,resolved
TKT24367,7951-VRDVK,2025-09-29,billing,24,2,escalated
TKT35336,7951-VRDVK,2025-09-29,login_issue,22,3,open
TKT47194,7951-VRDVK,2025-09-29,technical,42,1,open
TKT68857,5931-FLJJF,2025-09-29,login_issue,21,2,open
TKT62640,5931-FLJJF,2025-09-29,login_issue,16,2,escalated
TKT30505,5931-FLJJF,2025-09-29,feature_request,13,3,escalated
TKT27753,5931-FLJJF,2025-09-29,feature_request,48,4,resolved
TKT51452,5931-FLJJF,2025-09-29,feature_request,7,2,resolved
TKT61255,5931-FLJJF,2025-09-29,performance,22,3,escalated
TKT23137,5931-FLJJF,2025-09-29,billing,28,4,escalated
TKT50982,5931-FLJJF,2025-09-29,billing,33,1,open
TKT81078,4815-YOSUK,2025-09-29,technical,79,3,resolved
TKT12188,4815-YOSUK,2025-09-29,login_issue,27,3,open
TKT75883,2659-VXMWZ,2025-09-29,feature_request,26,4,escalated
TKT12581,2659-VXMWZ,2025-09-29,technical,40,3,open
TKT93817,2659-VXMWZ,2025-09-29,login_issue,12,3,open
TKT80520,2659-VXMWZ,2025-09-29,login_issue,6,1,resolved
TKT59378,2659-VXMWZ,2025-09-29,login_issue,23,3,open
TKT46791,0380-NEAVX,2025-09-29,performance,40,3,open
TKT50897,0380-NEAVX,2025-09-29,feature_request,41,3,open
TKT21953,0380-NEAVX,2025-09-29,billing,12,4,resolved
TKT80785,3207-OYBWH,2025-09-29,billing,36,1,open
TKT61987,3207-OYBWH,2025-09-29,performance,40,5,resolved
TKT61415,3207-OYBWH,2025-09-29,feature_request,11,3,escalated
TKT84416,3207-OYBWH,2025-09-29,technical,51,2,escalated
TKT84816,3207-OYBWH,2025-09-29,technical,33,1,escalated
TKT54249,3207-OYBWH,2025-09-29,performance,15,3,open
TKT53699,3207-OYBWH,2025-09-29,login_issue,39,1,open
TKT37638,4285-GYRQC,2025-09-29,technical,58,5,escalated
TKT33733,4285-GYRQC,2025-09-29,performance,10,2,open
TKT23221,4285-GYRQC,2025-09-29,feature_request,16,4,resolved
TKT61575,4285-GYRQC,2025-09-29,feature_request,19,2,resolved
TKT64511,4285-GYRQC,2025-09-29,feature_request,32,3,escalated
TKT37578,4285-GYRQC,2025-09-29,performance,25,3,resolved
TKT87648,4285-GYRQC,2025-09-29,performance,39,2,open
TKT96905,4285-GYRQC,2025-09-29,feature_request,43,5,escalated
TKT69602,7216-EWTRS,2025-09-29,billing,18,3,resolved
TKT45931,7216-EWTRS,2025-09-29,feature_request,18,3,open
TKT77584,4365-MSDYN,2025-09-29,login_issue,31,5,resolved
TKT51582,7036-TYDEC,2025-09-29,performance,18,4,escalated
TKT79966,7036-TYDEC,2025-09-29,technical,88,1,resolved
TKT34460,5802-ADBRC,2025-09-29,technical,36,5,open
TKT57097,5802-ADBRC,2025-09-29,billing,12,3,escalated
TKT65864,5802-ADBRC,2025-09-29,technical,55,3,open
TKT99266,8076-FEZKJ,2025-09-29,login_issue,40,1,resolved
TKT75961,5197-YPYBZ,2025-09-29,technical,96,2,open
TKT69298,5197-YPYBZ,2025-09-29,performance,23,2,resolved
TKT82198,8337-MSSXB,2025-09-29,technical,96,5,open
TKT65532,8337-MSSXB,2025-09-29,billing,28,2,open
TKT62553,8337-MSSXB,2025-09-29,performance,33,5,open
TKT38377,8337-MSSXB,2025-09-29,billing,3,2,open
TKT98411,8337-MSSXB,2025-09-29,performance,42,2,open
TKT85725,8337-MSSXB,2025-09-29,login_issue,7,2,escalated
TKT29760,8337-MSSXB,2025-09-29,login_issue,43,5,open
TKT88634,8337-MSSXB,2025-09-29,login_issue,33,4,open
TKT33373,0839-JTCUD,2025-09-29,performance,33,3,open
TKT93381,0839-JTCUD,2025-09-29,performance,14,1,open
TKT21769,5494-WOZRZ,2025-09-29,login_issue,42,2,open
TKT25454,1302-UHBDD,2025-09-29,login_issue,40,5,resolved
TKT77892,2234-EOFPT,2025-09-29,feature_request,24,3,resolved
TKT28315,2234-EOFPT,2025-09-29,login_issue,2,4,escalated
TKT10599,8378-LKJAF,2025-09-29,technical,68,5,open
TKT83255,8182-BJDSI,2025-09-29,billing,21,5,escalated
TKT29428,8182-BJDSI,2025-09-29,technical,60,4,open
TKT24391,8182-BJDSI,2025-09-29,technical,37,4,resolved
TKT23949,2528-HFYZX,2025-09-29,billing,30,2,open
TKT71047,2528-HFYZX,2025-09-29,feature_request,12,3,open
TKT57534,2528-HFYZX,2025-09-29,login_issue,5,1,resolved
TKT25851,2528-HFYZX,2025-09-29,performance,15,5,escalated
TKT30368,2528-HFYZX,2025-09-29,technical,83,5,resolved
TKT16124,2528-HFYZX,2025-09-29,billing,40,5,resolved
TKT45343,2528-HFYZX,2025-09-29,billing,45,4,resolved
TKT28198,2528-HFYZX,2025-09-29,feature_request,5,2,escalated
TKT29908,1153-GNOLC,2025-09-29,performance,31,1,resolved
TKT54126,3298-QEICA,2025-09-29,login_issue,4,2,escalated
TKT50478,3298-QEICA,2025-09-29,billing,45,1,resolved
TKT81112,3597-YASZG,2025-09-29,performance,1,4,escalated
TKT41953,3496-LFSZU,2025-09-29,login_issue,3,4,resolved
TKT43609,3496-LFSZU,2025-09-29,login_issue,42,1,open
TKT40607,3496-LFSZU,2025-09-29,billing,19,4,open
TKT36418,5242-UOWHD,2025-09-29,feature_request,39,5,escalated
TKT70774,5242-UOWHD,2025-09-29,performance,27,3,resolved
TKT45315,5242-UOWHD,2025-09-29,feature_request,13,2,open
TKT30419,2482-CZGBB,2025-09-29,login_issue,10,2,resolved
TKT72185,2482-CZGBB,2025-09-29,billing,32,2,escalated
TKT23578,6479-SZPLM,2025-09-29,technical,67,2,open
TKT75369,6479-SZPLM,2025-09-29,technical,48,4,resolved
TKT54501,6479-SZPLM,2025-09-29,login_issue,3,2,escalated
TKT65317,8097-VBQTZ,2025-09-29,login_issue,24,3,escalated
TKT12579,8097-VBQTZ,2025-09-29,performance,27,1,escalated
TKT38151,8097-VBQTZ,2025-09-29,feature_request,34,1,resolved
TKT86169,4500-HKANN,2025-09-29,performance,22,3,resolved
TKT68461,9917-KWRBE,2025-09-29,login_issue,4,4,open
TKT83759,2212-LYASK,2025-09-29,login_issue,42,1,resolved
TKT34985,8069-RHUXK,2025-09-29,billing,12,2,open
TKT91312,8069-RHUXK,2025-09-29,billing,35,1,open
TKT40585,8069-RHUXK,2025-09-29,feature_request,11,2,open
TKT66077,3398-GCPMU,2025-09-29,feature_request,11,2,escalated
TKT74787,3398-GCPMU,2025-09-29,technical,79,2,resolved
TKT88205,2908-WGAXL,2025-09-29,technical,76,3,escalated
TKT15378,3378-AJRAO,2025-09-29,billing,45,5,escalated
TKT33896,3378-AJRAO,2025-09-29,login_issue,12,2,escalated
TKT72344,3378-AJRAO,2025-09-29,performance,39,2,resolved
TKT84249,1013-QCWAM,2025-09-29,feature_request,45,5,open
TKT85374,1013-QCWAM,2025-09-29,login_issue,25,4,resolved
TKT96479,1013-QCWAM,2025-09-29,billing,8,2,open
TKT36135,0866-QLSIR,2025-09-29,feature_request,34,2,open
TKT64593,0866-QLSIR,2025-09-29,billing,38,5,escalated
TKT30411,0866-QLSIR,2025-09-29,technical,24,2,open
