customerID,tenure,MonthlyCharges,Contract,churn_probability,churn_risk_score,predicted_risk_segment,recommended_action,total_tickets,avg_satisfaction,health_score,revenue_at_risk
1977-STDKI,1,73.0,Month-to-month,0.9969851584640338,99.7,High Risk,Urgent - Retention Campaign,7.0,2.57,52.6,876.0
1602-IJQQE,4,75.35,Month-to-month,0.9969825092858109,99.7,High Risk,Urgent - Retention Campaign,5.0,3.4,50.7,904.1999999999999
4903-UYAVB,5,19.35,Month-to-month,0.9969756471128163,99.7,High Risk,Urgent - Retention Campaign,4.0,3.0,44.4,232.20000000000002
3565-UNOCC,29,99.05,Month-to-month,0.9969753801231904,99.7,High Risk,Urgent - Retention Campaign,6.0,2.33,68.4,1188.6
4112-LUEIZ,10,89.5,Month-to-month,0.9969728879545678,99.7,High Risk,Urgent - Retention Campaign,4.0,3.0,38.4,1074.0
0778-NELLA,9,34.7,Month-to-month,0.9969726393257702,99.7,High Risk,Urgent - Retention Campaign,7.0,2.86,52.3,416.40000000000003
2533-QVMSK,61,94.1,Two year,0.9969708370346283,99.7,High Risk,Urgent - Retention Campaign,4.0,1.25,66.3,1129.1999999999998
3727-RJMEO,6,82.85,Month-to-month,0.9969694210870516,99.7,High Risk,Urgent - Retention Campaign,4.0,3.0,55.7,994.1999999999999
3902-FOIGH,12,101.35,Month-to-month,0.9969691501433801,99.7,High Risk,Urgent - Retention Campaign,5.0,3.0,51.9,1216.1999999999998
3946-MHCZW,1,50.9,Month-to-month,0.996963599561422,99.7,High Risk,Urgent - Retention Campaign,8.0,3.25,41.1,610.8
4184-TJFAN,3,88.3,Month-to-month,0.9969620095311195,99.7,High Risk,Urgent - Retention Campaign,8.0,3.62,43.3,1059.6
3143-JQEGI,13,88.35,Month-to-month,0.9969591737714372,99.7,High Risk,Urgent - Retention Campaign,6.0,3.0,74.4,1060.1999999999998
1925-TIBLE,7,86.5,Month-to-month,0.9969579671247638,99.7,High Risk,Urgent - Retention Campaign,6.0,2.5,46.5,1038.0
8714-EUHJO,31,91.15,Month-to-month,0.9969573376450528,99.7,High Risk,Urgent - Retention Campaign,5.0,3.4,76.2,1093.8000000000002
4958-GZWIY,7,48.7,Month-to-month,0.9969533397672288,99.7,High Risk,Urgent - Retention Campaign,7.0,4.14,57.5,584.4000000000001
7625-XCQRH,11,76.5,Month-to-month,0.9969528275883688,99.7,High Risk,Urgent - Retention Campaign,8.0,3.12,55.1,918.0
6689-TCZHQ,5,78.95,Month-to-month,0.9969508212461753,99.7,High Risk,Urgent - Retention Campaign,7.0,3.0,52.4,947.4000000000001
1902-XBTFB,22,89.4,Month-to-month,0.9969502187659571,99.7,High Risk,Urgent - Retention Campaign,7.0,3.57,63.0,1072.8000000000002
0722-TROQR,4,74.9,Month-to-month,0.9969500141364818,99.7,High Risk,Urgent - Retention Campaign,7.0,3.43,53.2,898.8000000000001
2737-YNGYW,2,80.55,Month-to-month,0.9969495992596675,99.69,High Risk,Urgent - Retention Campaign,8.0,2.88,41.3,966.5999999999999
1349-WXNGG,1,20.05,Month-to-month,0.9969491121941199,99.69,High Risk,Urgent - Retention Campaign,5.0,2.6,50.3,240.60000000000002
0923-PNFUB,3,83.75,Month-to-month,0.9969480263955791,99.69,High Risk,Urgent - Retention Campaign,4.0,3.25,46.0,1005.0
4895-TMWIR,11,19.95,Month-to-month,0.9969471323480453,99.69,High Risk,Urgent - Retention Campaign,8.0,3.0,51.7,239.39999999999998
5834-ASPWA,1,75.45,Month-to-month,0.9969470686523895,99.69,High Risk,Urgent - Retention Campaign,7.0,2.43,48.4,905.4000000000001
1853-UDXBW,1,70.0,Month-to-month,0.9969451063217275,99.69,High Risk,Urgent - Retention Campaign,7.0,3.0,54.3,840.0
9507-EXLTT,1,79.35,Month-to-month,0.9969405884256062,99.69,High Risk,Urgent - Retention Campaign,6.0,3.67,50.2,952.1999999999999
4009-ALQFH,25,99.5,Month-to-month,0.9969363639159267,99.69,High Risk,Urgent - Retention Campaign,6.0,3.33,76.1,1194.0
5519-NPHVG,12,94.2,Month-to-month,0.9969353672465741,99.69,High Risk,Urgent - Retention Campaign,5.0,2.6,39.1,1130.4
5356-RHIPP,1,20.2,Month-to-month,0.9969342295344948,99.69,High Risk,Urgent - Retention Campaign,4.0,3.25,43.7,242.39999999999998
9851-KIELU,10,110.1,Month-to-month,0.9969330394711711,99.69,High Risk,Urgent - Retention Campaign,7.0,3.71,54.8,1321.1999999999998
9546-CQJSU,2,91.4,Month-to-month,0.9969328056237495,99.69,High Risk,Urgent - Retention Campaign,7.0,3.43,44.7,1096.8000000000002
7786-WBJYI,4,77.95,Month-to-month,0.9969322184572175,99.69,High Risk,Urgent - Retention Campaign,7.0,3.14,49.5,935.4000000000001
9944-HKVVB,3,95.1,Month-to-month,0.9969317408788141,99.69,High Risk,Urgent - Retention Campaign,7.0,3.57,43.7,1141.1999999999998
0691-IFBQW,46,110.0,One year,0.9969306285173593,99.69,High Risk,Urgent - Retention Campaign,5.0,2.8,61.0,1320.0
6496-SLWHQ,3,105.0,Month-to-month,0.9969305392665839,99.69,High Risk,Urgent - Retention Campaign,8.0,2.38,46.4,1260.0
7627-JKIAZ,37,78.95,Month-to-month,0.9969268445517406,99.69,High Risk,Urgent - Retention Campaign,6.0,3.5,79.5,947.4000000000001
7029-RPUAV,17,100.45,Month-to-month,0.9969253350747668,99.69,High Risk,Urgent - Retention Campaign,5.0,4.2,76.7,1205.4
8397-MVTAZ,34,100.05,Month-to-month,0.9969236077940331,99.69,High Risk,Urgent - Retention Campaign,7.0,3.29,67.6,1200.6
8752-STIVR,4,79.0,Month-to-month,0.9969157360211292,99.69,High Risk,Urgent - Retention Campaign,4.0,3.75,57.5,948.0
2656-FMOKZ,15,74.45,Month-to-month,0.9969117518322842,99.69,High Risk,Urgent - Retention Campaign,7.0,3.57,74.8,893.4000000000001
6633-MPWBS,5,49.2,Month-to-month,0.9969101323764045,99.69,High Risk,Urgent - Retention Campaign,6.0,2.83,49.7,590.4000000000001
3389-YGYAI,8,105.5,Month-to-month,0.9969089597083182,99.69,High Risk,Urgent - Retention Campaign,7.0,3.57,58.5,1266.0
3313-QKNKB,59,85.55,One year,0.996906542522056,99.69,High Risk,Urgent - Retention Campaign,6.0,2.67,81.7,1026.6
6960-HVYXR,1,76.0,Month-to-month,0.9969039423160238,99.69,High Risk,Urgent - Retention Campaign,7.0,3.43,32.0,912.0
3658-KIBGF,1,54.9,Month-to-month,0.9969026776651477,99.69,High Risk,Urgent - Retention Campaign,4.0,4.0,39.9,658.8
2386-LAHRK,1,53.5,Month-to-month,0.9969020012813751,99.69,High Risk,Urgent - Retention Campaign,4.0,3.0,51.3,642.0
8062-YBDOE,1,69.65,Month-to-month,0.996901685982659,99.69,High Risk,Urgent - Retention Campaign,8.0,3.38,37.4,835.8000000000001
2108-YKQTY,4,50.7,Month-to-month,0.9969012789112083,99.69,High Risk,Urgent - Retention Campaign,7.0,3.29,42.7,608.4000000000001
5698-BQJOH,9,94.4,Month-to-month,0.9969002607257045,99.69,High Risk,Urgent - Retention Campaign,4.0,3.5,39.5,1132.8000000000002
9734-YWGEX,9,98.3,Month-to-month,0.99689889071149,99.69,High Risk,Urgent - Retention Campaign,7.0,2.71,46.1,1179.6
8640-SDGKB,4,74.4,Month-to-month,0.9968988783114865,99.69,High Risk,Urgent - Retention Campaign,7.0,2.86,44.2,892.8000000000001
8380-PEFPE,1,71.65,Month-to-month,0.9968947686940981,99.69,High Risk,Urgent - Retention Campaign,6.0,2.0,47.9,859.8000000000001
3627-FHKBK,1,75.3,Month-to-month,0.9968931290932684,99.69,High Risk,Urgent - Retention Campaign,7.0,1.86,49.7,903.5999999999999
0511-JTEOY,1,71.1,Month-to-month,0.9968926389092615,99.69,High Risk,Urgent - Retention Campaign,6.0,2.67,42.0,853.1999999999999
0601-WZHJF,14,46.35,Month-to-month,0.9968903276312928,99.69,High Risk,Urgent - Retention Campaign,8.0,2.62,43.0,556.2
1323-OOEPC,53,98.4,Month-to-month,0.9968892827506947,99.69,High Risk,Urgent - Retention Campaign,4.0,2.25,76.5,1180.8000000000002
8699-ASUFO,7,74.4,Month-to-month,0.9968833507043551,99.69,High Risk,Urgent - Retention Campaign,8.0,2.75,45.1,892.8000000000001
4905-JEFDW,11,41.6,One year,0.996882845254617,99.69,High Risk,Urgent - Retention Campaign,8.0,2.5,54.5,499.20000000000005
2839-RFSQE,2,20.65,Month-to-month,0.996877730998227,99.69,High Risk,Urgent - Retention Campaign,5.0,2.8,49.6,247.79999999999998
6000-APYLU,9,80.8,Month-to-month,0.9968741236968649,99.69,High Risk,Urgent - Retention Campaign,7.0,3.57,57.6,969.5999999999999
5299-RULOA,10,100.25,Month-to-month,0.9968703522222708,99.69,High Risk,Urgent - Retention Campaign,8.0,3.5,58.2,1203.0
4523-WXCEF,59,101.1,Month-to-month,0.9968693077321782,99.69,High Risk,Urgent - Retention Campaign,7.0,3.0,76.4,1213.1999999999998
3001-CBHLQ,32,104.9,Month-to-month,0.9968675403492688,99.69,High Risk,Urgent - Retention Campaign,4.0,3.75,68.3,1258.8000000000002
8058-INTPH,1,79.65,Month-to-month,0.9968650081066656,99.69,High Risk,Urgent - Retention Campaign,4.0,3.0,54.3,955.8000000000001
8603-IJWDN,1,86.6,Month-to-month,0.9968611881545799,99.69,High Risk,Urgent - Retention Campaign,4.0,3.75,44.5,1039.1999999999998
4541-RMRLG,7,19.25,Month-to-month,0.9968597937523057,99.69,High Risk,Urgent - Retention Campaign,7.0,3.29,55.3,231.0
2397-BRLOM,8,80.45,Month-to-month,0.9968597717892649,99.69,High Risk,Urgent - Retention Campaign,7.0,3.14,54.4,965.4000000000001
2667-WYLWJ,8,19.75,One year,0.9968595590642535,99.69,High Risk,Urgent - Retention Campaign,5.0,3.0,54.4,237.0
2565-JSLRY,1,24.05,Month-to-month,0.9968589449635584,99.69,High Risk,Urgent - Retention Campaign,7.0,2.29,51.4,288.6
6424-ELEYH,3,74.75,Month-to-month,0.9968586549418137,99.69,High Risk,Urgent - Retention Campaign,7.0,2.43,50.2,897.0
7767-UXAGJ,1,50.45,Month-to-month,0.9968582977060026,99.69,High Risk,Urgent - Retention Campaign,7.0,2.86,37.7,605.4000000000001
4140-WJAWW,5,19.85,Month-to-month,0.9968548480248777,99.69,High Risk,Urgent - Retention Campaign,7.0,3.0,46.8,238.20000000000002
9894-EZEWG,1,74.3,Month-to-month,0.9968491131253234,99.68,High Risk,Urgent - Retention Campaign,7.0,2.86,53.7,891.5999999999999
2982-IHMFT,1,74.45,Month-to-month,0.9968455272215968,99.68,High Risk,Urgent - Retention Campaign,4.0,2.75,53.3,893.4000000000001
4806-KEXQR,4,79.9,Month-to-month,0.9968429506653164,99.68,High Risk,Urgent - Retention Campaign,7.0,2.43,48.6,958.8000000000001
2309-OSFEU,10,33.9,Month-to-month,0.9968403414095819,99.68,High Risk,Urgent - Retention Campaign,5.0,4.2,44.4,406.79999999999995
0887-HJGAR,1,45.7,Month-to-month,0.9968392138321764,99.68,High Risk,Urgent - Retention Campaign,4.0,3.5,42.3,548.4000000000001
6394-MFYNG,48,107.4,Month-to-month,0.9968349525299396,99.68,High Risk,Urgent - Retention Campaign,6.0,3.83,80.9,1288.8000000000002
6894-LFHLY,1,75.75,Month-to-month,0.9968347766037333,99.68,High Risk,Urgent - Retention Campaign,4.0,3.25,41.9,909.0
8806-EAGWC,3,55.15,Month-to-month,0.9968332600745851,99.68,High Risk,Urgent - Retention Campaign,8.0,1.88,39.4,661.8
3583-EKAPL,1,55.0,Month-to-month,0.9968326083326882,99.68,High Risk,Urgent - Retention Campaign,7.0,2.29,38.6,660.0
5981-ITEMU,40,97.1,Month-to-month,0.9968318103832389,99.68,High Risk,Urgent - Retention Campaign,6.0,2.5,67.3,1165.1999999999998
1724-BQUHA,5,89.5,Month-to-month,0.9968313112624568,99.68,High Risk,Urgent - Retention Campaign,5.0,3.6,56.0,1074.0
8387-MOJJT,42,77.95,Month-to-month,0.9968273189035634,99.68,High Risk,Urgent - Retention Campaign,4.0,3.5,80.9,935.4000000000001
6834-NXDCA,13,23.9,Month-to-month,0.9968266955038178,99.68,High Risk,Urgent - Retention Campaign,4.0,2.25,46.0,286.79999999999995
2460-FPSYH,40,55.8,Month-to-month,0.9968261750753276,99.68,High Risk,Urgent - Retention Campaign,6.0,4.17,80.6,669.5999999999999
8267-ZNYVZ,33,103.75,One year,0.996825882755739,99.68,High Risk,Urgent - Retention Campaign,7.0,2.86,62.6,1245.0
5875-YPQFJ,1,69.9,Month-to-month,0.9968254915208383,99.68,High Risk,Urgent - Retention Campaign,6.0,2.0,26.3,838.8000000000001
8878-HMWBV,3,49.15,Month-to-month,0.9968236973412469,99.68,High Risk,Urgent - Retention Campaign,5.0,3.4,37.4,589.8
5561-NWEVX,2,79.2,Month-to-month,0.9968191834817793,99.68,High Risk,Urgent - Retention Campaign,4.0,3.75,51.0,950.4000000000001
0354-WYROK,31,98.9,Month-to-month,0.9968188967848647,99.68,High Risk,Urgent - Retention Campaign,5.0,3.4,81.0,1186.8000000000002
2568-OIADY,37,99.5,Month-to-month,0.9968172386614346,99.68,High Risk,Urgent - Retention Campaign,4.0,2.75,71.7,1194.0
9058-CBREO,1,50.55,Month-to-month,0.9968170213461397,99.68,High Risk,Urgent - Retention Campaign,5.0,3.0,54.3,606.5999999999999
4083-EUGRJ,9,20.25,Month-to-month,0.9968105093603847,99.68,High Risk,Urgent - Retention Campaign,8.0,3.12,47.8,243.0
7594-RQHXR,1,79.6,Month-to-month,0.9968095559349034,99.68,High Risk,Urgent - Retention Campaign,8.0,3.62,45.2,955.1999999999999
3269-ATYWD,39,95.65,Month-to-month,0.9968076974153737,99.68,High Risk,Urgent - Retention Campaign,5.0,1.8,70.8,1147.8000000000002
0637-UBJRP,13,84.05,Month-to-month,0.9968059831813667,99.68,High Risk,Urgent - Retention Campaign,8.0,2.62,72.9,1008.5999999999999
0328-GRPMV,1,70.1,Month-to-month,0.9968050840771548,99.68,High Risk,Urgent - Retention Campaign,7.0,3.14,38.2,841.1999999999999
6680-WKXRZ,3,74.4,Month-to-month,0.9968047813011499,99.68,High Risk,Urgent - Retention Campaign,6.0,3.67,56.9,892.8000000000001
0125-LZQXK,15,101.35,Month-to-month,0.996803286717818,99.68,High Risk,Urgent - Retention Campaign,8.0,3.25,64.6,1216.1999999999998
7892-POOKP,28,104.8,Month-to-month,0.9968008346246701,99.68,High Risk,Urgent - Retention Campaign,5.0,3.2,79.4,1257.6
5236-PERKL,57,112.95,Two year,0.9967987254927253,99.68,High Risk,Urgent - Retention Campaign,7.0,3.43,84.2,1355.4
4361-JEIVL,1,44.4,Month-to-month,0.9967964937371536,99.68,High Risk,Urgent - Retention Campaign,4.0,2.75,40.5,532.8
2659-VXMWZ,67,111.3,One year,0.9967946493041892,99.68,High Risk,Urgent - Retention Campaign,5.0,2.8,74.8,1335.6
7254-IQWOZ,1,69.65,Month-to-month,0.9967936078442475,99.68,High Risk,Urgent - Retention Campaign,5.0,2.4,46.9,835.8000000000001
5494-HECPR,1,80.25,Month-to-month,0.9967885934517995,99.68,High Risk,Urgent - Retention Campaign,6.0,3.5,52.1,963.0
0219-YTZUE,4,84.8,Month-to-month,0.9967867685649385,99.68,High Risk,Urgent - Retention Campaign,6.0,3.67,49.2,1017.5999999999999
8802-UNOJF,12,83.8,Month-to-month,0.9967864821543096,99.68,High Risk,Urgent - Retention Campaign,8.0,3.12,57.8,1005.5999999999999
1565-RHDJD,4,84.05,Month-to-month,0.9967838908525092,99.68,High Risk,Urgent - Retention Campaign,7.0,3.0,53.9,1008.5999999999999
7675-OZCZG,3,45.0,Month-to-month,0.9967838795408612,99.68,High Risk,Urgent - Retention Campaign,7.0,3.43,56.0,540.0
0390-DCFDQ,1,70.45,Month-to-month,0.9967838153355529,99.68,High Risk,Urgent - Retention Campaign,7.0,3.0,47.7,845.4000000000001
4143-OOBWZ,5,81.3,Month-to-month,0.9967831932682693,99.68,High Risk,Urgent - Retention Campaign,4.0,3.25,46.0,975.5999999999999
2344-JMOGN,9,94.85,Month-to-month,0.996779632299447,99.68,High Risk,Urgent - Retention Campaign,5.0,3.4,58.1,1138.1999999999998
5277-ZLOOR,2,85.55,Month-to-month,0.9967746273357296,99.68,High Risk,Urgent - Retention Campaign,8.0,3.12,37.8,1026.6
0388-EOPEX,2,74.4,Month-to-month,0.9967716434812778,99.68,High Risk,Urgent - Retention Campaign,8.0,3.25,54.4,892.8000000000001
7359-PTSXY,1,45.75,Month-to-month,0.9967715582866511,99.68,High Risk,Urgent - Retention Campaign,6.0,3.0,37.7,549.0
9801-GDWGV,39,103.45,Month-to-month,0.9967714178570718,99.68,High Risk,Urgent - Retention Campaign,4.0,3.5,76.4,1241.4
9259-PACGQ,34,62.65,Month-to-month,0.9967704309477263,99.68,High Risk,Urgent - Retention Campaign,6.0,2.67,72.3,751.8
8740-XLHDR,5,43.25,Month-to-month,0.9967699234702173,99.68,High Risk,Urgent - Retention Campaign,5.0,2.4,29.6,519.0
3791-LGQCY,56,100.65,Month-to-month,0.9967688913322054,99.68,High Risk,Urgent - Retention Campaign,6.0,3.83,79.5,1207.8000000000002
2834-SPCJV,52,84.1,Month-to-month,0.9967679645274045,99.68,High Risk,Urgent - Retention Campaign,7.0,3.71,81.5,1009.1999999999999
4074-SJFFA,1,54.75,Month-to-month,0.9967669944295469,99.68,High Risk,Urgent - Retention Campaign,4.0,2.5,52.3,657.0
8601-QACRS,5,50.6,Month-to-month,0.9967664835720357,99.68,High Risk,Urgent - Retention Campaign,8.0,3.25,45.4,607.2
1612-EOHDH,1,45.15,Month-to-month,0.9967635096852857,99.68,High Risk,Urgent - Retention Campaign,4.0,2.25,46.3,541.8
5419-KLXBN,25,89.15,Month-to-month,0.9967608855111787,99.68,High Risk,Urgent - Retention Campaign,8.0,3.12,78.8,1069.8000000000002
0947-MUGVO,20,73.65,Month-to-month,0.9967605652232787,99.68,High Risk,Urgent - Retention Campaign,4.0,2.25,74.6,883.8000000000001
5572-ZDXHY,22,84.3,Month-to-month,0.9967588201795625,99.68,High Risk,Urgent - Retention Campaign,7.0,3.43,72.6,1011.5999999999999
4285-GYRQC,7,86.25,Month-to-month,0.9967521849524352,99.68,High Risk,Urgent - Retention Campaign,8.0,3.25,44.7,1035.0
4110-PFEUZ,1,69.55,Month-to-month,0.9967508586780988,99.68,High Risk,Urgent - Retention Campaign,5.0,2.0,32.5,834.5999999999999
9057-MSWCO,27,30.75,Month-to-month,0.9967471616487035,99.67,High Risk,Urgent - Retention Campaign,6.0,2.5,45.5,369.0
6797-LNAQX,70,98.3,Two year,0.9967415005588977,99.67,High Risk,Urgent - Retention Campaign,6.0,3.5,88.6,1179.6
3668-QPYBK,2,53.85,Month-to-month,0.9967409376186244,99.67,High Risk,Urgent - Retention Campaign,8.0,3.12,45.8,646.2
7547-EKNFS,42,95.25,Month-to-month,0.9967397422591004,99.67,High Risk,Urgent - Retention Campaign,5.0,2.4,77.7,1143.0
4713-LZDRV,2,79.6,Month-to-month,0.99673948940709,99.67,High Risk,Urgent - Retention Campaign,5.0,3.8,52.4,955.1999999999999
4210-QFJMF,4,79.15,Month-to-month,0.9967392828736544,99.67,High Risk,Urgent - Retention Campaign,8.0,3.5,56.5,949.8000000000001
5569-OUICF,28,101.3,Month-to-month,0.9967370085105836,99.67,High Risk,Urgent - Retention Campaign,4.0,3.0,68.4,1215.6
6207-WIOLX,25,58.6,Month-to-month,0.996735633318253,99.67,High Risk,Urgent - Retention Campaign,6.0,3.83,72.1,703.2
7579-OOPEC,2,50.15,Month-to-month,0.9967353713347038,99.67,High Risk,Urgent - Retention Campaign,4.0,2.75,46.8,601.8
0691-JVSYA,53,94.85,One year,0.9967353285856484,99.67,High Risk,Urgent - Retention Campaign,4.0,2.5,74.5,1138.1999999999998
0330-IVZHA,5,69.95,Month-to-month,0.9967265885145026,99.67,High Risk,Urgent - Retention Campaign,8.0,3.5,56.2,839.4000000000001
6769-DCQLI,52,105.0,One year,0.9967246228855973,99.67,High Risk,Urgent - Retention Campaign,8.0,2.38,67.2,1260.0
5099-BAILX,43,110.75,Month-to-month,0.9967239866708656,99.67,High Risk,Urgent - Retention Campaign,7.0,3.57,79.6,1329.0
4631-OACRM,15,79.4,Month-to-month,0.9967238964393704,99.67,High Risk,Urgent - Retention Campaign,8.0,1.88,69.3,952.8000000000001
2840-XANRC,24,93.15,Month-to-month,0.9967228923905761,99.67,High Risk,Urgent - Retention Campaign,5.0,2.6,64.5,1117.8000000000002
0112-QWPNC,49,84.35,One year,0.9967224102025467,99.67,High Risk,Urgent - Retention Campaign,4.0,2.75,72.0,1012.1999999999999
1981-INRFU,2,79.75,Month-to-month,0.9967209644342685,99.67,High Risk,Urgent - Retention Campaign,6.0,2.83,52.7,957.0
1976-CFOCS,1,46.0,Month-to-month,0.9967204126143955,99.67,High Risk,Urgent - Retention Campaign,6.0,3.0,39.5,552.0
8780-IXSTS,6,90.1,Month-to-month,0.9967203118930132,99.67,High Risk,Urgent - Retention Campaign,4.0,1.75,27.9,1081.1999999999998
5307-DZCVC,32,85.95,Month-to-month,0.9967195522220177,99.67,High Risk,Urgent - Retention Campaign,8.0,3.38,78.2,1031.4
8972-HJWNV,7,84.55,Month-to-month,0.9967149402798422,99.67,High Risk,Urgent - Retention Campaign,4.0,4.25,42.5,1014.5999999999999
2091-MJTFX,30,51.2,Month-to-month,0.996714574015834,99.67,High Risk,Urgent - Retention Campaign,8.0,2.88,72.7,614.4000000000001
7760-OYPDY,2,80.65,Month-to-month,0.9967133762027759,99.67,High Risk,Urgent - Retention Campaign,6.0,3.5,52.4,967.8000000000001
9420-LOJKX,15,99.1,Month-to-month,0.9967114787295891,99.67,High Risk,Urgent - Retention Campaign,7.0,2.57,60.6,1189.1999999999998
5318-IXUZF,2,87.15,Month-to-month,0.9967073671709007,99.67,High Risk,Urgent - Retention Campaign,5.0,3.2,36.4,1045.8000000000002
0495-ZBNGW,5,79.9,Month-to-month,0.9967043379245817,99.67,High Risk,Urgent - Retention Campaign,8.0,2.88,35.9,958.8000000000001
2774-LVQUS,15,83.05,Month-to-month,0.9967031227226163,99.67,High Risk,Urgent - Retention Campaign,4.0,2.25,67.2,996.5999999999999
6906-ANDWJ,15,74.9,Month-to-month,0.9967019921886286,99.67,High Risk,Urgent - Retention Campaign,5.0,3.0,63.6,898.8000000000001
9408-SSNVZ,4,70.15,Month-to-month,0.9966990630904432,99.67,High Risk,Urgent - Retention Campaign,7.0,3.29,39.1,841.8000000000001
5624-BQSSA,1,20.95,Month-to-month,0.9966986226584337,99.67,High Risk,Urgent - Retention Campaign,4.0,3.75,45.1,251.39999999999998
9885-CSMWE,1,78.45,Month-to-month,0.9966980038076281,99.67,High Risk,Urgent - Retention Campaign,5.0,2.8,48.1,941.4000000000001
6615-NGGZJ,14,100.55,Month-to-month,0.9966961779682835,99.67,High Risk,Urgent - Retention Campaign,4.0,4.5,74.7,1206.6
2446-PLQVO,1,70.3,Month-to-month,0.9966929847836883,99.67,High Risk,Urgent - Retention Campaign,6.0,2.5,51.7,843.5999999999999
2951-QOQTK,4,80.8,Month-to-month,0.996690839663078,99.67,High Risk,Urgent - Retention Campaign,4.0,3.25,43.3,969.5999999999999
2430-USGXP,24,101.05,Month-to-month,0.9966902551966199,99.67,High Risk,Urgent - Retention Campaign,4.0,3.0,67.9,1212.6
4919-IKATY,5,84.5,Month-to-month,0.9966870916279089,99.67,High Risk,Urgent - Retention Campaign,8.0,3.12,51.1,1014.0
4154-AQUGT,13,89.05,Month-to-month,0.9966805743541884,99.67,High Risk,Urgent - Retention Campaign,6.0,3.67,66.3,1068.6
7137-RYLPP,37,85.7,Month-to-month,0.9966791723369033,99.67,High Risk,Urgent - Retention Campaign,7.0,3.29,71.4,1028.4
0397-GZBBC,59,93.85,Month-to-month,0.9966771078523885,99.67,High Risk,Urgent - Retention Campaign,5.0,4.0,85.2,1126.1999999999998
1062-LHZOD,1,69.9,Month-to-month,0.996675913720668,99.67,High Risk,Urgent - Retention Campaign,6.0,2.67,38.8,838.8000000000001
0723-DRCLG,1,74.45,Month-to-month,0.9966755131046212,99.67,High Risk,Urgent - Retention Campaign,8.0,2.75,41.7,893.4000000000001
3982-XWFZQ,42,50.25,Month-to-month,0.996675430216363,99.67,High Risk,Urgent - Retention Campaign,4.0,3.0,83.7,603.0
5095-AESKG,3,91.5,Month-to-month,0.9966719561892814,99.67,High Risk,Urgent - Retention Campaign,4.0,3.25,51.6,1098.0
5054-IEXZT,1,75.35,Month-to-month,0.9966653888903171,99.67,High Risk,Urgent - Retention Campaign,8.0,3.62,45.8,904.1999999999999
0946-CLJTI,58,98.7,Month-to-month,0.996663122453294,99.67,High Risk,Urgent - Retention Campaign,6.0,3.17,78.6,1184.4
5449-FIBXJ,19,103.3,Month-to-month,0.9966594189718996,99.67,High Risk,Urgent - Retention Campaign,5.0,3.6,68.9,1239.6
6097-EQISJ,66,102.45,One year,0.9966577715176471,99.67,High Risk,Urgent - Retention Campaign,7.0,2.43,74.3,1229.4
4361-BKAXE,41,114.5,Month-to-month,0.9966533247096488,99.67,High Risk,Urgent - Retention Campaign,8.0,3.12,72.5,1374.0
7571-YXDAD,2,74.9,Month-to-month,0.9966522046300207,99.67,High Risk,Urgent - Retention Campaign,4.0,2.75,49.4,898.8000000000001
7379-POKDZ,3,70.3,Month-to-month,0.9966519248223051,99.67,High Risk,Urgent - Retention Campaign,7.0,3.71,55.9,843.5999999999999
1670-SVOWZ,14,89.65,Month-to-month,0.9966512646069167,99.67,High Risk,Urgent - Retention Campaign,4.0,2.75,65.3,1075.8000000000002
0431-APWVY,28,90.1,One year,0.9966499109709609,99.66,High Risk,Urgent - Retention Campaign,8.0,2.38,72.5,1081.1999999999998
3494-JCHRQ,1,70.05,Month-to-month,0.9966484270589785,99.66,High Risk,Urgent - Retention Campaign,4.0,4.0,58.3,840.5999999999999
2321-OMBXY,38,80.3,One year,0.9966479599840223,99.66,High Risk,Urgent - Retention Campaign,6.0,3.0,73.6,963.5999999999999
1984-FCOWB,70,109.5,One year,0.9966467012560253,99.66,High Risk,Urgent - Retention Campaign,6.0,3.17,80.7,1314.0
5240-IJOQT,1,74.7,Month-to-month,0.9966460556001548,99.66,High Risk,Urgent - Retention Campaign,6.0,3.83,57.0,896.4000000000001
8676-TRMJS,3,75.0,Month-to-month,0.9966453211019353,99.66,High Risk,Urgent - Retention Campaign,8.0,2.88,52.6,900.0
6772-KSATR,1,81.7,Month-to-month,0.9966439594975574,99.66,High Risk,Urgent - Retention Campaign,4.0,3.0,43.3,980.4000000000001
3018-TFTSU,12,81.7,Month-to-month,0.9966433252519954,99.66,High Risk,Urgent - Retention Campaign,4.0,3.75,37.5,980.4000000000001
4585-HETAI,4,73.75,Month-to-month,0.9966426103594277,99.66,High Risk,Urgent - Retention Campaign,7.0,3.71,41.4,885.0
5442-UTCVD,3,91.85,Month-to-month,0.9966414789436705,99.66,High Risk,Urgent - Retention Campaign,4.0,2.0,47.8,1102.1999999999998
8337-MSSXB,14,86.3,Month-to-month,0.9966391221153944,99.66,High Risk,Urgent - Retention Campaign,8.0,3.38,73.2,1035.6
9611-CTWIH,3,89.45,Month-to-month,0.9966345045165347,99.66,High Risk,Urgent - Retention Campaign,5.0,2.2,48.6,1073.4
3943-KDREE,26,74.95,Month-to-month,0.9966301204270317,99.66,High Risk,Urgent - Retention Campaign,8.0,3.25,65.8,899.4000000000001
4959-JOSRX,2,44.6,Month-to-month,0.9966269074946602,99.66,High Risk,Urgent - Retention Campaign,5.0,2.2,51.4,535.2
3500-RMZLT,15,96.3,Month-to-month,0.996625720550685,99.66,High Risk,Urgent - Retention Campaign,5.0,3.0,60.0,1155.6
